id	name	def	synonyms	is_a	xrefs
CHEMONTID:0001387	Sultims	"Tautomeric forms of sultams, having a sulfur-nitrogen double bond as part of a ring."" []"	"['organonitrogen heterocyclic compound"" RELATED ChEBI_TERM [CHEBI:38101]', 'organosulfur heterocyclic compound"" RELATED ChEBI_TERM [CHEBI:38106]', 'sultims"" RELATED IUPAC_TERM []']"	CHEMONTID:0000002	
CHEMONTID:0001388	Glucuronosphingolipids	"Sphingolipids in which the sphingosine base is linked to a glucuronic acid moiety."" []"	"['Glucuronosphingolipids"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:SP0603]', 'uronoglycosphingolipid"" RELATED ChEBI_TERM [CHEBI:27253]']"	CHEMONTID:0003258	
CHEMONTID:0001389	Neoflavones	"Neoflavonoids with a structure based on the 4-phenylcoumarin skeleton."" []"	"['neoflavonoid"" RELATED ChEBI_TERM [CHEBI:71971]']"	CHEMONTID:0001614	
CHEMONTID:0001390	Colchicines	"Compounds containing the benzo[a]heptalene based colchicin moiety or a derivative thereof. Colchicine is a tricyclic compound consisting of a benzene ring angularly fused to a tetrahydroheptalene  that carries a N-acetamide group."" [PMCID:PMC3884533]"	"['a colchicine"" RELATED CHEMONT_TERM []', 'acetamides"" RELATED ChEBI_TERM [CHEBI:22160]', 'alkaloid"" BROAD ChEBI_TERM [CHEBI:22315]', 'carbotricyclic compound"" RELATED ChEBI_TERM [CHEBI:38032]', 'Type E colchicaceae alkaloids"" RELATED CHEMONT_TERM []']"	CHEMONTID:0000279	"['PMCID:PMC3884533 ""Sonny Larssone and Nina Rønsted (2014). Reviewing Colchicaceae Alkaloids – Perspectives of Evolution on Medicinal Chemistry. Curr Top Med Chem. , 14: 274–289.']"
CHEMONTID:0001391	Hydroxycinnamic acids and derivatives	"Compounds containing an cinnamic acid (or a derivative thereof) where the benzene ring is hydroxylated."" []"	"['A polyphenol"" BROAD CHEMONT_TERM []', 'hydroxycinnamic acid"" RELATED ChEBI_TERM [CHEBI:24689]', 'Polyphenols"" BROAD CHEMONT_TERM []']"	CHEMONTID:0000476	
CHEMONTID:0001392	Lignans, neolignans and related compounds	"Plant products of low molecular weight formed primarily from oxidative coupling of two p-propylphenol moieties. They can also be described as micromolecules with two phenylpropanoid units coupled together. They can be attached in various manners, like C5-C5', C8-C8'. Most known natural lignans are oxidized at C9 and C9´ and, based upon the way in which oxygen is incorporated into the skeleton and on the cyclization patterns, a wide range of lignans of very different structural types can be formed."" [DOI:10.1023/B\:PHYT.0000045487.02836.32, DOI:10.5772/28471, ISBN:10.1039/NP9971400043, ISBN:9780412466205]"	"['A polyphenol"" BROAD CHEMONT_TERM []', 'Lignans"" BROAD MeSH_TERM [MESH:D02.455.426.559.389.140.450]', 'phenylpropanoid"" RELATED ChEBI_TERM [CHEBI:26004]', 'Polyphenols"" BROAD CHEMONT_TERM []']"	CHEMONTID:0000000	"['DOI:10.1023/B\\:PHYT.0000045487.02836.32 ""Umezawa T (2004). Diversity in lignan biosynthesis. Phytochemistry Reviews 2: 371–390, 2003.', 'DOI:10.5772/28471 ""Cunha WR et (2012). Lignans: Chemical and Biological Properties. from Agricultural and Biological Sciences. \\""Phytochemicals - A Global Perspective of Their Role in Nutrition and Health. ISBN 978-953-51-0296-0', 'ISBN:10.1039/NP9971400043 ""Ward RS (1997). Lignans, neolignans and related compounds. Nat. Prod. Rep., 1997,14, 43-74.', 'ISBN:9780412466205 ""John Buckingham (1993). Dictionary of Natural Products. Chapman and Hall/CRC; 1 edition (Dec 2 1993)']"
CHEMONTID:0001393	Phosphatidylethanolamines	"Glycerophosphoetahnolamines in which two fatty acids are bonded to the glycerol moiety through ester linkages."" []"	"['1,2-diacyl-sn-glycero-3-phosphoethanolamine"" RELATED ChEBI_TERM [CHEBI:64674]', '1,2-diacyl-sn-glycero-3-phosphoethanolamine"" RELATED CHEMONT_TERM []', '1,2-diacyl-sn-glycero-3-phosphoethanolamines"" RELATED CHEMONT_TERM []', 'Diacylglycerophosphoethanolamines"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP0201]', 'phosphatidylethanolamine"" RELATED UniProt_TERM []']"	CHEMONTID:0002215	
CHEMONTID:0001394	Ceramide phosphoethanolamines	"Ceramides with phosphoethanolamine as substituent. Phosphoethanolamine is an organophosphorus compound with the general structure NCCOP(O)(O)=O."" []"	"['ceramide phosphoethanolamine"" RELATED ChEBI_TERM [CHEBI:73204]', 'Ceramide phosphoethanolamines"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:SP302]', 'Ceramide phosphorylethanolamines"" RELATED CHEMONT_TERM []']"	CHEMONTID:0001427	
CHEMONTID:0001395	1-alkyl,2-acyl-glycerol-3-phosphoserines	"Glycerophosphoserines that contain exactly two fatty acyl chains attached to the glycerol moiety, one through an ester and the other through an ether linkage."" []"	"['1-alkyl,2-acylglycerophosphoserines"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP0302]', 'glycerophosphoethanolamine"" RELATED ChEBI_TERM [CHEBI:36314]']"	CHEMONTID:0002218	
CHEMONTID:0001396	Benzoxazines	"Organic compounds containing a benzene fused to an oxazine ring (a six-membered aliphatic ring with four carbon atoms, one oxygen atom, and one nitrogen atom)."" []"	"['benzoxazine"" RELATED ChEBI_TERM [CHEBI:46969]', 'Benzoxazines"" RELATED MeSH_TERM [MESH:D03.383.533.249, MESH:D03.438.209]']"	CHEMONTID:0000002	
CHEMONTID:0001397	1-(1Z-alkenyl),2-acyl-glycerophosphates	"Glycerophosphates that carry exactly one acyl chain attached to the glycerol moiety through an ester linkage at the O2-position,  and one 1Z-alkenyl chain attached through an ether linkage at the O1-position."" []"	"['1-(1Z-alkenyl),2-acylglycerophosphates"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP1003]', 'glycerophospholipid"" BROAD ChEBI_TERM [CHEBI:37739]']"	CHEMONTID:0002214	
CHEMONTID:0001398	Non-metal bisulfites	"Inorganic non-metallic compounds containing a bisulfite as its largest oxoanion."" []"	"['sulfite salt"" RELATED ChEBI_TERM [CHEBI:48857]']"	CHEMONTID:0000435	
CHEMONTID:0001399	Ceramide phosphoinositols	"Ceramides with phosphoinositol as substituent."" []"	"['an inositolphosphorylceramide"" RELATED CHEMONT_TERM []', 'Ceramide phosphoinositols"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:SP303]', 'inositol phosphoceramide"" RELATED ChEBI_TERM [CHEBI:60245]']"	CHEMONTID:0001427	
CHEMONTID:0001400	Organic nitrosamines	"Organic compounds containing the nitrosamine functional group, with the structure R2NN=O."" []"	"['nitrosamine"" RELATED ChEBI_TERM [CHEBI:35803]']"	CHEMONTID:0004777	
CHEMONTID:0001401	Menthane monoterpenoids	"Monoterpenoids with a structure based on the o-, m-, or p-menthane backbone. P-menthane consists of the cyclohexane ring with a methyl group and a (2-methyl)-propyl group at the 1 and 4 ring position, respectively. The o- and m- menthanes are much rarer, and presumably arise by alkyl migration of p-menthanes."" [ISBN:9780412466205]"	"['Menthane monoterpenoids"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:PR010209]', 'p-menthane monoterpenoid"" RELATED ChEBI_TERM [CHEBI:25186]']"	CHEMONTID:0001549	"['ISBN:9780412466205 ""John Buckingham (1993). Dictionary of Natural Products. Chapman and Hall/CRC; 1 edition (Dec 2 1993)']"
CHEMONTID:0001402	Imidazolinones	"Organic compounds containing an imidazolinone moiety, which is an imidazoline ring bearing a ketone."" []"	"['imidazolone"" RELATED ChEBI_TERM [CHEBI:20432]']"	CHEMONTID:0000079	
CHEMONTID:0001403	Ergosterols and derivatives	"Steroids containing ergosta-5,7,22-trien-3beta-ol or a  derivative thereof, which is based on the 3beta-hydroxylated ergostane skeleton."" []"	"['a sterol"" BROAD UniProt_TERM []', 'ergostanoid"" RELATED ChEBI_TERM [CHEBI:50403]', 'Ergosterols and C24-methyl derivatives"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:ST0103]']"	CHEMONTID:0003567	
CHEMONTID:0001404	1-alkyl,2-acylglycerophosphates	"Glycerophosphates  in which the O-1 atom of the glycerol is bonded to a fatty acid (saturated or unsaturated) through an ether linkage, and the O-2 atom is bonded to another fatty acid through an ester linkage."" []"	"['1-alkyl,2-acylglycerophosphates"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP1002]', '1-alkyl-2-acyl-sn-glycerol 3-phosphate"" RELATED ChEBI_TERM [CHEBI:37296]']"	CHEMONTID:0002214	
CHEMONTID:0001405	Lysophosphatidylethanolamines	"Glycerophosphoetahnolamines  (molecules containing an ethanolamine moiety attached to the phosphate group linked to a glycerol) with one  fatty acid chain bonded to the glycerol moiety through an ester linkage."" []"	"['lysophosphatidylethanolamine"" RELATED ChEBI_TERM [CHEBI:64574]', 'Monoacylglycerophosphoethanolamines"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP0205]']"	CHEMONTID:0002215	
CHEMONTID:0001406	Monoalkylglycerophosphates	"Compounds containing glycerophosphate moiety attached to an fatty acyl chain through an ether bond."" []"	"['1-alkyl-sn-glycerol 3-phosphate"" RELATED ChEBI_TERM [CHEBI:17106]', 'Monoalkylglycerophosphates"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP1006]']"	CHEMONTID:0002214	
CHEMONTID:0001407	1-(1Z-alkenyl),2-acylglycerophosphoserines	"Glycerophosphoserines that carry exactly one acyl chain attached to the glycerol moiety through an ester linkage at the O2-position,  and one 1Z-alkenyl chain attached through an ether linkage at the O1-position."" []"	"['1-(1Z-alkenyl),2-acylglycerophosphoserines"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP0303]', 'glycerophosphoserine"" BROAD ChEBI_TERM [CHEBI:35766]']"	CHEMONTID:0002218	
CHEMONTID:0001408	Phosphatidylcholines	"Glycerophosphocholines in which the two free -OH are attached to one fatty acid each through an ester linkage."" []"	"['1,2-diacyl-sn-glycero-3-phosphocholine"" RELATED ChEBI_TERM [CHEBI:57643]', '1,2-diacylglycerophosphocholine"" RELATED CHEMONT_TERM []', '1,2-diacylglycerophosphocholines"" RELATED CHEMONT_TERM []', 'A 1,2-diacylglycerol 3-phosphate"" RELATED UniProt_TERM []', 'A phosphatidylcholine"" RELATED UniProt_TERM []', 'Diacylglycerophosphocholines"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP0101]', 'Phosphatidylcholine"" RELATED UniProt_TERM []']"	CHEMONTID:0002213	
CHEMONTID:0001409	1-acyl,2-alkylglycerophosphoethanolamines	"Glycerophosphoethanolamines that carry exactly one acyl chain attached to the glycerol moiety through an ester linkage at the O1-position,  and one alkyl chain attached through an ether linkage at the O2-position."" []"	"['1-acyl,2-alkylglycerophosphoethanolamines"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP0208]', 'glycerophosphocholine"" RELATED ChEBI_TERM [CHEBI:36313]']"	CHEMONTID:0002215	
CHEMONTID:0001410	Xanthophylls	"Carotenoids containing an oxygenated carotene backbone. Carotenes are characterized by the presence of two end-groups (mostly cyclohexene rings, but also cyclopentene rings or acyclic groups) linked by a long branched alkyl chain. Carotenes belonging form a subgroup of the carotenoids family. Xanthophylls arise by oxygenation of the carotene backbone."" []"	"['a xanthophyll"" RELATED CHEMONT_TERM []', 'C40 isoprenoids (tetraterpenes)"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PR0107]', 'xanthophyll"" RELATED ChEBI_TERM [CHEBI:27325]', 'Xanthophylls"" BROAD MeSH_TERM [MESH:D02.455.326.271.665.202.868]']"	CHEMONTID:0001277	
CHEMONTID:0001411	Carotenes	"A type of unsaturated hydrocarbons containing eight consecutive isoprene units. They are characterized by the presence of two end-groups (mostly cyclohexene rings, but also cyclopentene rings or acyclic groups) linked by a long branched alkyl chain. Carotenes belonging form a subgroup of the carotenoids family."" [ISBN:9780412466205]"	"['a carotene"" RELATED CHEMONT_TERM []', 'C40 isoprenoids (tetraterpenes)"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PR0107]', 'carotenoid"" RELATED ChEBI_TERM [CHEBI:23044]', 'Carotenoids"" BROAD MeSH_TERM [MESH:D02.455.326.271.665.202]']"	CHEMONTID:0001277	"['ISBN:9780412466205 ""John Buckingham (1993). Dictionary of Natural Products. Chapman and Hall/CRC; 1 edition (Dec 2 1993)']"
CHEMONTID:0001412	1-phosphoribosyl-imidazoles	"Organic compounds containing the imidazole ring linked to a ribose phosphate through a 1-2 bond."" []"	"['1-(phosphoribosyl)imidazole"" RELATED ChEBI_TERM [CHEBI:37292]']"	CHEMONTID:0001997	
CHEMONTID:0001413	Lysophosphatidylcholines	"Glycerophosphocholines (molecules containing a choline moiety attached to the phosphate group linked to a glycerol) in which the glycerol is esterified with  one fatty acid each through an ester linkage."" []"	"['lysophosphatidylcholine"" RELATED ChEBI_TERM [CHEBI:60479]', 'Monoacylglycerophosphocholines"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP0105]']"	CHEMONTID:0002213	
CHEMONTID:0001414	Monoalkylglycerophosphocholines	"Compounds containing glycerophosphocholine moiety attached to an fatty acyl chain through an ether bond."" []"	"['1-alkyl-sn-glycero-3-phosphocholine"" RELATED UniProt_TERM []', 'monoalkyl-sn-glycero-3-phosphocholine"" RELATED ChEBI_TERM [CHEBI:64590]', 'Monoalkylglycerophosphocholines"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP0106]']"	CHEMONTID:0002213	
CHEMONTID:0001415	Medium-chain keto acids and derivatives	"Keto acids with a 6 to 12  carbon atoms long side chain."" []"	"['oxo carboxylic acid"" RELATED ChEBI_TERM [CHEBI:25754]']"	CHEMONTID:0000389	
CHEMONTID:0001416	Short-chain keto acids and derivatives	"Keto acids with an alkyl chain the contains less than 6 carbon atoms."" []"	"['oxo carboxylic acid"" RELATED ChEBI_TERM [CHEBI:25754]']"	CHEMONTID:0000389	
CHEMONTID:0001417	1-phosphoribosyl-imidazolecarboxamides	"Organic compounds containing the imidazolecarboxamide linked to a ribose phosphate through a 1-2 bond."" []"	"['1-(phosphoribosyl)imidazolecarboxamide"" RELATED ChEBI_TERM [CHEBI:37290]']"	CHEMONTID:0001420	
CHEMONTID:0001418	Ceramides	"Lipid molecules containing a sphingosine in which the amine group is linked to a fatty acid."" []"	"['ceramide"" RELATED ChEBI_TERM [CHEBI:17761]', 'Ceramides"" RELATED MeSH_TERM [LIPIDMAPS:SP02, MESH:D10.390.470.675.200]']"	CHEMONTID:0000257	['Wikipedia:Sphingolipid']
CHEMONTID:0001419	Neutral glycosphingolipids	"Glycosphingolipids in which the ceramide skeleton  is bound to an oligosaccharide (usually 3 to 5 units) moiety made up of a glucose (as primary unit bound to the ceramide moiety) and galactose (Gal), N-acetylglucosamine (GlcNAc), N-acetylgalactosamine (GalNAc) or mannose (Man) as the other monosaccharides."" []"	"['Neutral glycosphingolipids"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:SP05]', 'Neutral Glycosphingolipids"" RELATED MeSH_TERM [MESH:D10.390.470.675]', 'oligoglycosylceramide"" RELATED ChEBI_TERM [CHEBI:36520]']"	CHEMONTID:0003258	
CHEMONTID:0001420	1-ribosyl-imidazolecarboxamides	"Organic compounds containing the imidazole ring linked to a ribose ring through a 1-2 bond."" []"	"['1-ribosylimidazolecarboxamide"" RELATED ChEBI_TERM [CHEBI:26556]']"	CHEMONTID:0001997	
CHEMONTID:0001421	Glycidol esters	"Compounds containing an ester derivative of glycidol (2,3-Epoxy-1-propanol)."" [PMID:22017647]"	"['carboxylic ester"" RELATED ChEBI_TERM [CHEBI:33308]', 'epoxide"" RELATED ChEBI_TERM [CHEBI:32955]', 'Fatty esters"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:FA07]', 'Glycidyl esters"" RELATED CHEMONT_TERM []']"	CHEMONTID:0000324	"['PMID:22017647 ""Dubois M et al (2011). Determination of seven glycidyl esters in edible oils by gel permeation chromatography extraction and liquid chromatography coupled to mass spectrometry detection. J Agric Food Chem. ;59(23):12291-301']"
CHEMONTID:0001422	Other hydroxyeicosapolyenoic acids	"Hydroxyeicosapolyenoic acids which do not belong to the Hydroxyeicosapentaenoic acids, the Hydroxyeicosatetraenoic acids, or the Hydroxyeicosatrienoic acids."" []"	"['Eicosanoids"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:FA03]', 'icosanoid"" RELATED ChEBI_TERM [CHEBI:23899]']"	CHEMONTID:0000513	
CHEMONTID:0001423	Thia fatty acids	"Fatty acid derivatives obtained by insertion of a sulfur atom at specific positions in the chain."" [PMID:9030189]"	"['thia fatty acid"" RELATED ChEBI_TERM [CHEBI:59643]', 'Thia fatty acids"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:FA0113]']"	CHEMONTID:0000262	"['PMID:9030189 ""Steinar Skrede et al (1997). Thia fatty acids, metabolism and metabolic effects. Biochimica et Biophysica Acta 1344, 115–131.']"
CHEMONTID:0001424	Lysosphingomyelins and lysoglycosphingolipids	"Lipids containing either the sphingosine-phosphocholine, or the sphinganine-phosphocholine core structure."" []"	"['Lysosphingomyelins and lysoglycosphingolipids"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:SP0106]', 'phosphosphingolipid"" RELATED ChEBI_TERM [CHEBI:35786]']"	CHEMONTID:0000257	
CHEMONTID:0001425	Sulfated fatty acids	"Fatty acids containing linked to a sulfate group linked to its tail."" []"	"['alkyl sulfate"" RELATED ChEBI_TERM [CHEBI:29281]', 'fatty acid derivative"" RELATED ChEBI_TERM [CHEBI:61697]', 'Fatty Acids and Conjugates"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:FA01]']"	CHEMONTID:0000262	
CHEMONTID:0001426	Pyrophosphatidic acids	"Lipids structurally characterized by the presence of a glycerol moiety bonded to two aliphatic chains through ester linkages, and to a pyrophosphate group."" [PMID:4372236]"	"['1,2-diacylglycerol 3-diphosphate"" RELATED ChEBI_TERM [CHEBI:52643]', 'Diacylglyceropyrophosphates"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP1101]', 'P,P\'-bis-(1,2-diacyl-sn-glycero-3)-pyrophosphate"" RELATED CHEMONT_TERM []']"	CHEMONTID:0003807	
CHEMONTID:0001427	Phosphoceramides	"Compounds containing an n-acyl-ceramide phosphate skeleton."" []"	"['Ceramide 1-phosphates"" RELATED CHEMONT_TERM []', 'phosphosphingolipid"" RELATED ChEBI_TERM [CHEBI:35786]', 'Phosphosphingolipids"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:SP03]']"	CHEMONTID:0003392	
CHEMONTID:0001428	Simple glycosylceramides	"Compounds containing a ceramide linked to a simple glycosyl moiety."" []"	"['a cerebroside"" RELATED UniProt_TERM []', 'cerebrosides"" RELATED ChEBI_TERM [CHEBI:23079]', 'Cerebrosides"" RELATED MeSH_TERM [MESH:D02.065.313.250]', 'glycosylceramide"" BROAD ChEBI_TERM [CHEBI:62941]', 'Simple Glc series"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:SP0501]']"	CHEMONTID:0001419	
CHEMONTID:0001429	GalNAcb1-3Gala1-4Galb1-4Glc- (Globo series)	"Neutral glycosphingolipids in which the root sequence of the oligosaccharide moiety is GalNAcb1-3Gala1-4Galb1-4Glc."" []"	"['GalNAcbeta1-3Galalpha1-4Galbeta1-4Glc- (Globo series)"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:SP0502]', 'N-acetyl-beta-D-galactosaminyl-(1->3)-alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide"" RELATED ChEBI_TERM [CHEBI:18259]']"	CHEMONTID:0001419	
CHEMONTID:0001430	GalNAcb1-4GlcNAcb1-3Manb1-4Glc- (Arthro series)	"Neutral glycosphingolipids in which the root sequence is GalNAcb1-4GlcNAcb1-3Manb1-4Glc."" []"	"['GalNAcbeta1-4GlcNAcbeta1-3Manbeta1-4Glc- (Arthro series)"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:SP0508]', 'glycotetraosylceramide"" RELATED ChEBI_TERM [CHEBI:23075]']"	CHEMONTID:0001419	
CHEMONTID:0001431	Galb1-3GlcNAcb1-3Galb1-4Glc- (Lacto series)	"Neutral glycosphingolipids in which the root sequence of the oligosaccharide moiety is Galb1-3GlcNAcb1-3Galb1-4Glc."" []"	"['beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1\')-Cer"" RELATED ChEBI_TERM [CHEBI:17292]', 'Galbeta1-3GlcNAcbeta1-3Galbeta1-4Glc- (Lacto series)"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:SP0504]']"	CHEMONTID:0001419	
CHEMONTID:0001432	Galb1-4GlcNAcb1-3Galb1-4Glc- (Neolacto series)	"Neutral glycosphingolipids in which the root sequence of the oligosaccharide moiety is Galb1-4GlcNAcb1-3Galb1-4Glc. The differ from lacto series because of their 1-4 (instead of 1-3) bond between Galb and GlcNacb."" []"	"['D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide"" RELATED ChEBI_TERM [CHEBI:20964]', 'Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glc- (Neolacto series)"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:SP0505]']"	CHEMONTID:0001419	
CHEMONTID:0001433	GalNAcb1-3Gala1-3Galb1-4Glc- (Isoglobo series)	"Neutral glycosphingolipids in which the root sequence of the oligosaccharide moiety is GalNAcb1-3Gala1-3Galb1-4Glcb. The differ from lacto series because of their 1-3 (instead of 1-4) bond between Gala and Glacb."" []"	"['GalNAcbeta1-3Galalpha1-3Galbeta1-4Glc- (Isoglobo series)"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:SP0506]', 'glycotetraosylceramide"" RELATED ChEBI_TERM [CHEBI:23075]']"	CHEMONTID:0001419	
